id,term,course_id,class_num,school,subject,catalog_num,section,title,instructor,start_time,end_time,meeting_days,enrollment_count,response_count,question0_average_rating,question1_average_rating,question2_average_rating,question3_average_rating,question4_average_rating
14012,2013 Spring,19097,33608,WCAS,CHINESE,125-3,22,Chinese II - Accelerated,Hsiu-ling Robertson,13:00,13:50,MoTuWeTh,13,11,5.09,4.91,4.91,4.18,4.64
5475,2012 Spring,20128,38375,WCAS,CLASSICS,397-0,20,Exhibiting Antiquity: The Culture and Politics of Display,Ann Gunter,11:00,12:20,TuTh,16,11,4.80,4.09,4.36,3.82,4.36
14013,2013 Spring,19097,33606,WCAS,CHINESE,125-3,23,Chinese II - Accelerated,Hsiu-ling Robertson,14:00,14:50,MoTuWeTh,12,8,4.43,4.57,4.00,3.71,4.14
62855,2012 Spring,19097,33771,WCAS,CHINESE,125-3,21,Chinese II - Accelerated,Chunsheng Yang,11:00,11:50,TuTh,11,8,5.14,5.14,5.00,4.14,5.00
62856,2012 Spring,19097,33772,WCAS,CHINESE,125-3,22,Chinese II - Accelerated,Jili Sun,13:00,13:50,MoTuWeTh,10,7,4.20,4.40,3.80,2.80,3.60
62857,2012 Spring,19097,33770,WCAS,CHINESE,125-3,23,Chinese II - Accelerated,Chunsheng Yang,14:00,14:50,MoTuWeTh,10,6,5.00,4.80,4.60,4.00,4.20
74290,2011 Spring,19097,37543,WCAS,CHINESE,125-3,20,Chinese II - Accelerated,Beilei Gu,11:00,11:50,MoTuWeTh,15,12,5.00,4.78,4.70,4.18,4.73
74291,2011 Spring,19097,37545,WCAS,CHINESE,125-3,21,Chinese II - Accelerated,Beilei Gu,12:00,12:50,MoTuWeTh,14,10,5.00,4.44,4.11,3.44,4.67
74292,2011 Spring,19097,37546,WCAS,CHINESE,125-3,22,Chinese II - Accelerated,Hsiu-ling Robertson,13:00,13:50,MoTuWeTh,8,5,5.50,5.50,5.25,4.50,5.75
74293,2011 Spring,19097,37544,WCAS,CHINESE,125-3,23,Chinese II - Accelerated,Beilei Gu,10:00,10:50,MoTuWeTh,16,14,5.50,5.40,5.25,4.69,5.00
96721,2009 Winter,4199,25003,SPCH,COMM_ST,220-0,20,Theories of Argumentation,David Zarefsky,12:30,13:50,TuTh,180,137,4.80,3.99,4.08,4.31,3.95
82463,2010 Summer,4200,42425,SPCH,COMM_ST,221-0,26,Speech Writing,Jason DeSanto,18:30,20:50,MoWe,9,2,6.00,5.50,5.50,5.50,6.00
92044,2009 Summer,4200,42256,SPCH,COMM_ST,221-0,26,Speech Writing,Jason DeSanto,18:30,20:50,MoWe,8,6,6.00,5.83,5.33,5.00,6.00
1913,2011 Spring,19366,38233,SPCH,DANCE,395-3,20,Senior Seminar,Jeffery Hancock,09:00,12:00,Fr,5,1,6.00,,,,
71818,2011 Summer,2032,41671,WCAS,HISTORY,210-1,28,"History of the United States, Precolonial to Civil War",Kathryn Burns-Howard,18:00,20:15,TuTh,9,4,5.00,5.00,5.25,5.00,5.00
1470,2013 Fall,1444,16712,WCAS,HUM,301-0,20,Topics in the Humanities,David Ebrey,14:00,15:20,MoWe,5,2,3.00,2.50,4.00,4.00,3.00
90147,2009 Fall,4200,22963,SPCH,COMM_ST,221-0,20,Speech Writing,Jason DeSanto,14:00,16:50,Th,20,14,6.00,6.00,5.71,5.21,5.93
110148,2014 Fall,4201,15703,SPCH,COMM_ST,225-0,20,Communication and Culture,Maria Mastronardi,15:00,17:50,Tu,47,30,4.79,4.32,3.79,3.54,4.33
4305,2013 Fall,4201,18460,SPCH,COMM_ST,225-0,20,Communication and Culture,C. Riley Snorton,11:00,12:20,TuTh,28,17,4.86,4.08,4.64,4.75,4.56
110149,2014 Fall,21154,18368,SPCH,COMM_ST,227-0,20,Communication & Technology,Jeremy Birnholtz,12:30,13:50,TuTh,75,46,5.03,4.67,4.79,4.17,4.74
110155,2014 Fall,4203,15481,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,15:00,17:50,Th,21,16,4.92,4.58,4.08,3.71,4.64
4310,2013 Fall,4203,15268,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,14:00,16:50,Th,20,12,5.00,5.00,4.11,4.00,4.71
48158,2012 Fall,4203,14792,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,14:00,16:50,We,23,9,4.25,4.50,4.44,4.67,4.89
69472,2011 Fall,4203,14769,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,14:00,15:20,TuTh,25,18,4.50,4.69,4.44,4.06,4.56
80353,2010 Fall,4203,14993,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,14:00,15:20,TuTh,24,11,4.55,4.09,3.82,4.18,4.50
90151,2009 Fall,4203,23560,SPCH,COMM_ST,335-0,20,Philosophy of Language & Communication,Maria Mastronardi,14:00,15:20,TuTh,21,11,3.82,3.45,3.09,3.91,3.91
110150,2014 Fall,4205,15639,SPCH,COMM_ST,241-0,20,Theories of Relational Communication,Kathleen Galvin Wilkinson,09:30,10:50,TuTh,23,20,5.29,5.13,4.94,3.71,4.65
4306,2013 Fall,4205,17190,SPCH,COMM_ST,241-0,20,Theories of Relational Communication,Kathleen Galvin Wilkinson,09:30,10:50,TuTh,22,16,5.21,4.92,4.57,3.40,4.33
69463,2011 Fall,4205,14389,SPCH,COMM_ST,241-0,20,Theories of Relational Communication,Kathleen Galvin Wilkinson,09:30,10:50,TuTh,28,23,5.32,5.21,5.05,4.00,5.37
80347,2010 Fall,4205,14539,SPCH,COMM_ST,241-0,20,Theories of Relational Communication,Kathleen Galvin Wilkinson,09:30,10:50,TuTh,29,20,5.68,5.63,5.17,4.05,5.32
90148,2009 Fall,4205,13644,SPCH,COMM_ST,241-0,20,Theories of Relational Communication,Kathleen Galvin Wilkinson,09:30,10:50,TuTh,27,18,5.44,5.33,5.22,4.39,5.29
76999,2011 Winter,4206,25057,SPCH,COMM_ST,250-0,20,Team Leadership and Decision Making,Paul Howard Arntson,18:00,20:50,Th,32,24,4.75,4.65,4.20,3.85,4.20
86945,2010 Winter,4206,33564,SPCH,COMM_ST,250-0,20,Team Leadership and Decision Making,Adam Goodman,16:00,17:20,Tu,157,112,3.65,3.51,3.96,4.08,3.24
4192,2014 Winter,4208,21576,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Ellen Wartella,12:30,13:50,MoWe,113,80,3.98,4.03,3.62,2.51,3.39
115816,2013 Spring,4208,36846,SPCH,MIT,270-0,70,Theories of Mediated Communication,Joseph Khalil,05:30,08:20,We,10,8,5.00,4.83,5.13,5.50,4.38
44283,2013 Winter,4208,23634,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Emily Goodmann,11:00,12:20,MoWe,86,63,3.81,3.51,3.45,2.57,3.27
65854,2012 Winter,4208,27289,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Ellen Wartella,11:00,12:20,MoWe,81,50,2.50,2.53,2.98,2.23,2.21
73763,2011 Spring,4208,35275,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Ellen Wartella,11:00,12:20,TuTh,165,120,2.85,2.70,3.17,2.63,2.77
83730,2010 Spring,4208,42161,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Maria Mastronardi,11:00,12:20,TuTh,113,71,2.19,2.32,2.64,2.53,2.02
93844,2009 Spring,4208,42586,SPCH,COMM_ST,270-0,20,Theories of Mediated Communication,Maria Mastronardi,09:00,09:50,MoWeFr,181,139,2.85,2.82,3.04,2.91,2.69
4193,2014 Winter,4211,21448,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Popular Culture,Irving Jacob Rein,14:00,15:50,TuTh,79,51,4.28,4.32,4.07,3.43,4.17
44284,2013 Winter,4211,23482,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Popular Culture,Irving Jacob Rein,10:00,11:50,TuTh,75,51,4.40,4.60,4.30,3.62,4.62
65855,2012 Winter,4211,24871,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Popular Culture,Irving Jacob Rein,10:00,11:50,TuTh,76,51,4.83,4.74,4.41,3.67,4.60
77000,2011 Winter,4211,24747,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Comtemporary Culture,Irving Jacob Rein,10:00,11:50,TuTh,86,66,4.64,4.71,4.29,3.68,4.71
86946,2010 Winter,4211,23872,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Comtemporary Culture,Irving Jacob Rein,10:00,11:50,TuTh,78,53,4.84,4.92,4.50,3.83,4.81
110873,2014 Fall,19098,13221,WCAS,CHINESE,215-1,20,Chinese III - Accelerated,Hsiu-ling Robertson,14:00,14:50,MoTuThFr,14,14,5.62,5.46,5.17,4.75,5.17
96722,2009 Winter,4211,24591,SPCH,COMM_ST,275-0,20,Persuasive Images: Rhetoric of Comtemporary Culture,Irving Jacob Rein,10:00,11:50,TuTh,89,68,4.76,4.69,4.24,3.84,4.84
59247,2013 Fall,19098,17215,WCAS,CHINESE,215-1,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,7,7,5.00,5.00,4.80,4.80,4.20
77001,2011 Winter,4213,24561,SPCH,COMM_ST,290-0,20,Forensics,Daniel Fitzmier,,,,7,6,5.75,6.00,5.00,4.80,5.80
4394,2013 Fall,19098,12326,WCAS,CHINESE,215-1,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,13,10,5.57,5.50,5.14,4.40,4.80
90149,2009 Fall,4213,13648,SPCH,COMM_ST,290-0,20,Forensics,Daniel Fitzmier,,,,6,5,6.00,5.80,5.50,5.50,6.00
49074,2012 Fall,19098,12603,WCAS,CHINESE,215-1,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,11,9,5.00,4.78,4.56,4.44,4.67
93845,2009 Spring,4213,34316,SPCH,COMM_ST,290-0,20,Forensics,Daniel Fitzmier,,,,5,4,6.00,6.00,6.00,5.00,6.00
70084,2011 Fall,19098,12880,WCAS,CHINESE,215-1,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,15,13,4.50,4.20,4.00,4.36,3.91
70085,2011 Fall,19098,12881,WCAS,CHINESE,215-1,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,11,11,4.70,4.60,4.18,3.73,4.45
110152,2014 Fall,19851,15564,SPCH,COMM_ST,294-0,22,First-Year Seminar,Maria Mastronardi,11:00,12:20,TuTh,20,18,3.71,3.88,3.65,3.61,4.06
80927,2010 Fall,19098,16329,WCAS,CHINESE,215-1,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,14,11,4.70,4.82,5.00,4.64,4.45
110153,2014 Fall,19851,15678,SPCH,COMM_ST,294-0,24,First-Year Seminar,Robert Hariman,14:00,15:20,MoWe,20,19,5.37,4.84,4.47,4.47,5.00
80928,2010 Fall,19098,16330,WCAS,CHINESE,215-1,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,6,4,5.50,5.75,5.50,4.50,5.50
110154,2014 Fall,19851,15704,SPCH,COMM_ST,294-0,25,First-Year Seminar,Anne Marie Piper,15:30,18:20,Th,16,13,4.42,4.17,4.42,3.62,4.31
56365,2014 Winter,19099,34283,WCAS,CHINESE,215-2,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,8,7,4.80,5.00,5.14,4.67,4.83
58863,2013 Fall,19851,15375,SPCH,COMM_ST,294-0,21,First Year Seminar,Dilip Gaonkar,13:00,14:20,TuTh,13,9,5.22,4.89,5.33,4.56,5.44
3228,2014 Winter,19099,24276,WCAS,CHINESE,215-2,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,8,5,4.80,4.80,5.00,4.80,4.60
58864,2013 Fall,19851,15376,SPCH,COMM_ST,294-0,22,First Year Seminar,Maria Mastronardi,09:30,10:50,TuTh,12,11,4.70,4.67,4.45,4.27,4.91
45210,2013 Winter,19099,22058,WCAS,CHINESE,215-2,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,11,10,5.70,5.50,4.80,4.00,5.50
58865,2013 Fall,19851,17483,SPCH,COMM_ST,294-0,24,First Year Seminar,Eszter Hargittai,14:00,16:50,Th,15,11,5.09,4.91,4.55,3.82,5.09
66494,2012 Winter,19099,23215,WCAS,CHINESE,215-2,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,8,6,4.67,4.83,4.33,4.17,4.17
4307,2013 Fall,19851,18461,SPCH,COMM_ST,294-0,25,First Year Seminar,David Whitney,15:30,16:50,TuTh,14,14,4.57,4.64,4.43,4.14,4.64
66495,2012 Winter,19099,23216,WCAS,CHINESE,215-2,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,14,10,5.00,4.89,4.75,4.00,4.67
48150,2012 Fall,19851,14950,SPCH,COMM_ST,294-0,20,First Year Seminar,David Whitney,14:00,16:50,Tu,15,13,4.38,3.85,3.69,3.85,3.92
77505,2011 Winter,19099,26747,WCAS,CHINESE,215-2,20,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,MoWe,12,9,4.75,4.50,4.50,4.25,4.00
48151,2012 Fall,19851,14951,SPCH,COMM_ST,294-0,21,First Year Seminar,Dilip Gaonkar,18:00,21:00,Tu,15,14,4.08,4.00,4.62,4.38,3.93
77506,2011 Winter,19099,26748,WCAS,CHINESE,215-2,21,Chinese III - Accelerated,Hsiu-ling Robertson,15:00,16:20,TuTh,14,8,5.33,5.17,5.33,5.00,4.86
48152,2012 Fall,19851,14952,SPCH,COMM_ST,294-0,22,First Year Seminar,Maria Mastronardi,11:00,12:20,MoWe,13,11,4.63,4.50,4.00,4.10,4.40
3554,2014 Spring,19100,32454,WCAS,CHINESE,215-3,21,Chinese III - Accelerated: Globalization & Popular Culture,Hsiu-ling Robertson,15:30,16:50,TuTh,13,9,4.86,4.71,5.00,4.63,4.56
48153,2012 Fall,19851,14953,SPCH,COMM_ST,294-0,23,First Year Seminar,James Ettema,14:00,16:50,Mo,15,13,4.38,3.92,4.08,3.46,3.77
14016,2013 Spring,19100,33485,WCAS,CHINESE,215-3,21,Chinese III - Accelerated: Globalization & Popular Culture,Hsiu-ling Robertson,15:00,16:20,TuTh,12,10,5.38,5.38,5.00,4.56,5.33
69465,2011 Fall,19851,17476,SPCH,COMM_ST,294-0,20,First Year Seminar,James Webster,14:00,16:50,Tu,14,13,5.15,5.08,4.31,3.67,4.69
62860,2012 Spring,19100,33561,WCAS,CHINESE,215-3,20,Chinese III - Accelerated: Globalization & Popular Culture,Jingjing Ji,15:00,16:20,MoWe,9,8,5.13,5.25,4.63,4.00,4.75
69466,2011 Fall,19851,17477,SPCH,COMM_ST,294-0,21,First Year Seminar,Jasmine Cobb,12:30,13:50,MoWe,7,6,4.33,4.33,3.83,4.00,4.33
89043,2009 Fall,3803,12500,MUSIC,CONDUCT,326-0,20,Conducting and Score Reading,Ryan Nelson,10:00,11:50,MoWeFr,17,13,5.17,5.17,5.30,4.91,5.27
62861,2012 Spring,19100,33562,WCAS,CHINESE,215-3,21,Chinese III - Accelerated: Globalization & Popular Culture,Jingjing Ji,15:00,16:20,TuTh,8,6,5.33,5.33,4.50,4.50,5.00
69467,2011 Fall,19851,17478,SPCH,COMM_ST,294-0,22,First Year Seminar,Paul Howard Arntson,18:00,20:50,Mo,14,12,4.70,4.80,4.70,4.42,4.92
89044,2009 Fall,3803,12646,MUSIC,CONDUCT,326-0,21,Conducting and Score Reading,Stephen Alltop,10:00,11:50,MoWeFr,18,11,4.89,4.67,5.00,4.78,4.56
74296,2011 Spring,19100,37181,WCAS,CHINESE,215-3,20,Chinese III - Accelerated: Globalization & Popular Culture,Hsiu-ling Robertson,15:00,16:20,MoWe,10,9,4.50,4.50,4.88,4.38,4.63
69468,2011 Fall,19851,17479,SPCH,COMM_ST,294-0,23,First Year Seminar,James Ettema,14:00,16:50,Mo,10,9,4.25,3.75,3.75,4.00,3.56
74297,2011 Spring,19100,37182,WCAS,CHINESE,215-3,21,Chinese III - Accelerated: Globalization & Popular Culture,Hsiu-ling Robertson,15:00,16:20,TuTh,13,7,5.29,5.14,5.14,5.00,5.29
69469,2011 Fall,19851,17480,SPCH,COMM_ST,294-0,24,First Year Seminar,Rodda Leage,09:30,10:50,TuTh,13,7,4.71,4.43,4.00,4.57,4.17
92769,2009 Spring,3803,33270,MUSIC,CONDUCT,326-0,20,Conducting and Score Reading,Ryan Nelson,09:00,10:50,MoWeFr,14,6,4.00,3.50,4.00,3.50,3.00
53008,2014 Spring,4214,35548,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Jeremy Birnholtz,14:00,15:20,TuTh,10,8,4.43,3.86,4.43,4.38,4.63
3453,2014 Spring,4214,38575,SPCH,COMM_ST,298-0,21,Undergraduate Seminar,James Webster,09:30,10:50,TuTh,25,16,4.81,4.75,4.75,3.81,4.81
12952,2013 Spring,4214,37037,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Eszter Hargittai,14:00,16:50,Tu,15,12,5.25,5.00,4.30,3.30,5.10
44286,2013 Winter,4214,23643,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Eszter Hargittai,14:00,16:50,We,15,13,5.15,4.92,4.54,3.38,4.92
92770,2009 Spring,3803,33312,MUSIC,CONDUCT,326-0,21,Conducting and Score Reading,Frederick Ockwell,09:00,10:50,MoWeFr,15,8,4.86,5.00,4.88,4.13,4.88
48154,2012 Fall,4214,16857,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,C. Riley Snorton,15:00,17:50,We,20,17,4.75,4.24,4.06,4.35,4.00
65857,2012 Winter,4214,27369,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Jessica Greenberg,11:00,12:20,TuTh,11,9,4.38,3.75,4.00,4.67,3.78
65858,2012 Winter,4214,27370,SPCH,COMM_ST,298-0,21,Undergraduate Seminar,Eszter Hargittai,14:00,16:50,We,12,9,5.44,5.22,4.89,3.67,4.89
95667,2009 Winter,3803,23337,MUSIC,CONDUCT,326-0,20,Conducting and Score Reading,Robert Hasty,09:00,10:50,MoWeFr,17,8,5.50,4.50,5.17,4.50,5.00
73765,2011 Spring,4214,35373,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Eszter Hargittai,14:00,16:50,We,9,9,5.50,5.50,5.00,4.14,5.33
95668,2009 Winter,3803,23417,MUSIC,CONDUCT,326-0,21,Conducting and Score Reading,Daniel Farris,09:00,10:50,MoWeFr,14,7,3.71,3.57,3.86,3.29,3.29
80349,2010 Fall,4214,14956,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Peter Miller,14:00,16:50,Mo,6,6,4.83,4.67,4.50,5.00,4.17
80350,2010 Fall,4214,17897,SPCH,COMM_ST,298-0,21,Undergraduate Seminar,Paul Howard Arntson,14:00,16:50,Tu,8,6,5.20,4.80,4.80,4.67,4.83
80351,2010 Fall,4214,17904,SPCH,COMM_ST,298-0,23,Undergraduate Seminar,Maria Mastronardi,09:30,10:50,TuTh,15,12,3.00,3.18,3.18,2.50,3.42
80352,2010 Fall,4214,17905,SPCH,COMM_ST,298-0,24,Undergraduate Seminar,David Whitney,14:00,15:20,TuTh,15,13,4.00,4.25,4.17,3.62,3.69
50143,2012 Summer,3806,41654,MUSIC,CONDUCT,335-0,36,Selected Topics in Conducting,Robert Hasty,12:00,14:00,MoWe,9,4,5.50,5.50,5.75,5.50,5.50
83732,2010 Spring,4214,57783,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Rodda Leage,11:00,12:20,TuTh,12,11,5.27,5.00,4.18,3.91,4.55
72523,2011 Spring,3806,37578,MUSIC,CONDUCT,335-0,20,Selected Topics in Conducting,Stephen Alltop,12:30,13:50,TuTh,6,1,5.00,5.00,,3.00,4.00
86948,2010 Winter,4214,33561,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Rodda Leage,11:00,12:20,TuTh,8,5,5.40,4.80,4.40,4.60,5.20
82059,2010 Summer,3806,42912,MUSIC,CONDUCT,335-0,23,Selected Topics in Conducting,Robert Harris,14:00,16:00,MoTuWeThFr,5,1,4.00,3.00,3.00,3.00,2.00
90150,2009 Fall,4214,22957,SPCH,COMM_ST,298-0,20,Undergraduate Seminar,Jessica Greenberg,09:30,10:50,TuTh,13,12,5.08,4.50,4.42,4.92,4.33
82060,2010 Summer,3806,42913,MUSIC,CONDUCT,335-0,36,Selected Topics in Conducting,Robert Hasty,14:00,16:00,MoWe,15,4,5.25,5.00,4.50,4.50,5.25
3454,2014 Spring,19636,35479,SPCH,COMM_ST,302-0,20,Law of the Creative Process,Rick Morris,14:00,16:50,We,26,16,4.54,4.23,4.80,3.46,4.31
91679,2009 Summer,3806,41688,MUSIC,CONDUCT,335-0,23,Selected Topics in Conducting,Ryan Nelson,08:00,10:00,MoTuWeThFr,9,2,5.00,5.00,5.50,4.00,5.00
12953,2013 Spring,19636,36053,SPCH,COMM_ST,302-0,20,Law of the Creative Process,Rick Morris,14:00,16:50,We,32,17,4.17,4.08,3.54,3.07,4.21
92771,2009 Spring,3806,42944,MUSIC,CONDUCT,335-0,20,Selected Topics in Conducting,Stephen Alltop,12:30,13:50,TuTh,9,6,5.33,5.60,5.50,5.17,5.50
62221,2012 Spring,19636,37681,SPCH,COMM_ST,302-0,20,Law of the Creative Process,Rick Morris,14:00,16:50,We,34,19,4.94,5.07,5.31,4.00,5.06
108657,2014 Fall,3809,16023,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,19,7,6.00,6.00,5.40,6.00,5.00
73766,2011 Spring,19636,37590,SPCH,COMM_ST,302-0,20,Law of the Creative Process,Rick Morris,14:00,16:50,We,33,21,5.19,5.13,5.44,5.06,5.18
57724,2013 Fall,3809,13793,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,23,9,5.89,6.00,5.71,5.38,5.63
10005,2013 Summer,3809,41847,MUSIC,CONDUCT,340-1,28,Advanced Conducting Band,Mallory Beth Thompson,15:00,17:00,MoTuWe,7,1,6.00,6.00,6.00,6.00,6.00
46359,2012 Fall,3809,15043,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,18,8,6.00,6.00,6.00,5.83,6.00
68184,2011 Fall,3809,14994,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,22,7,5.67,5.50,5.83,5.86,5.71
62222,2012 Spring,4215,35366,SPCH,COMM_ST,310-0,20,"Rhetoric, Democracy & Empire in Classical Athens",Robert Hariman,15:30,16:50,MoWe,14,5,4.50,3.75,3.50,3.25,4.25
79151,2010 Fall,3809,15105,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,23,9,5.63,5.50,5.75,5.78,5.63
73767,2011 Spring,4215,35343,SPCH,COMM_ST,310-0,20,"Rhetoric, Democracy & Empire in Classical Athens",Daniel Fitzmier,15:30,16:50,TuTh,12,8,4.75,4.75,4.13,4.63,4.50
89045,2009 Fall,3809,11788,MUSIC,CONDUCT,340-1,20,Advanced Conducting Band,Mallory Beth Thompson,10:00,11:50,MoWeFr,23,11,5.91,5.64,5.82,6.00,5.64
5431,2010 Spring,4215,57294,SPCH,COMM_ST,310-0,20,"Rhetoric, Democracy & Empire",Robert Hariman,15:30,16:50,TuTh,17,13,5.15,5.00,5.00,5.38,4.85
91680,2009 Summer,3809,42770,MUSIC,CONDUCT,340-1,26,Advanced Conducting Band,Mallory Beth Thompson,15:00,17:00,MoTuWe,9,2,5.00,4.50,5.50,6.00,5.50
5526,2012 Winter,19793,27371,SPCH,COMM_ST,314-0,20,Rhetoric of Public Commemoration,Angela Ray,14:00,16:50,Tu,14,9,5.50,5.38,5.50,5.22,5.56
93846,2009 Spring,4218,42969,SPCH,COMM_ST,315-0,20,Rhetoric of Social Movements,Jessica Greenberg,14:00,15:20,TuTh,20,18,4.56,4.12,3.83,4.67,4.22
5644,2011 Fall,19799,17352,SPCH,COMM_ST,317-0,20,"Voice, Violence, and Democracy",Dilip Gaonkar,11:00,12:20,TuTh,23,6,3.67,3.83,4.50,4.83,3.50
3849,2014 Spring,20947,38576,SPCH,COMM_ST,320-0,20,High School in US Public Culture,Janice Radway,11:00,12:20,TuTh,16,7,5.43,5.14,5.29,5.29,5.43
3850,2014 Spring,4221,38179,SPCH,COMM_ST,322-0,20,The Rhetoric of the American Presidency,Jasmine Cobb,14:00,15:20,MoWe,13,7,5.14,5.29,5.00,4.43,5.29
48155,2012 Fall,4221,16858,SPCH,COMM_ST,322-0,20,The Rhetoric of the American Presidency,Jasmine Cobb,12:00,14:50,Mo,14,11,5.63,5.63,5.63,5.00,5.30
4308,2013 Fall,19794,15359,SPCH,COMM_ST,323-0,20,New Media as Popular Culture,Maria Mastronardi,14:00,16:50,Tu,21,12,5.29,5.20,4.00,3.88,4.38
8,2014 Winter,3810,22784,MUSIC,CONDUCT,340-2,20,Advanced Conducting Choral,Donald Nally,10:00,11:50,MoWeFr,16,2,5.50,5.00,5.00,5.50,6.00
48156,2012 Fall,19794,14905,SPCH,COMM_ST,323-0,20,New Media as Popular Culture,Maria Mastronardi,14:00,16:50,Mo,27,11,4.27,4.27,3.82,3.64,4.60
10006,2013 Summer,3810,41848,MUSIC,CONDUCT,340-2,27,Advanced Conducting Choral,Stephen Alltop,12:00,14:00,TuWeTh,6,1,5.00,5.00,6.00,6.00,5.00
65859,2012 Winter,19794,27372,SPCH,COMM_ST,323-0,20,New Media as Popular Culture,Maria Mastronardi,14:00,16:50,Th,24,12,4.90,4.70,3.90,4.10,4.50
42445,2013 Winter,3810,20702,MUSIC,CONDUCT,340-2,20,Advanced Conducting Choral,Donald Nally,10:00,11:50,MoWeFr,21,11,6.00,5.10,5.36,5.36,5.82
69470,2011 Fall,19794,17154,SPCH,COMM_ST,323-0,20,New Media as Popular Culture,Maria Mastronardi,14:00,15:20,MoWe,25,17,4.07,4.20,3.47,3.07,4.07
64544,2012 Winter,3810,25984,MUSIC,CONDUCT,340-2,20,Advanced Conducting Choral,Robert Harris,10:00,11:50,MoWeFr,10,6,5.40,5.00,4.60,4.60,4.80
12954,2013 Spring,11459,37039,SPCH,COMM_ST,324-1,20,"Rhetoric of U.S. Women's Rights, Part I",Angela Ray,12:30,13:50,TuTh,23,15,5.45,5.00,4.57,4.31,4.77
75816,2011 Winter,3810,26588,MUSIC,CONDUCT,340-2,20,Advanced Conducting Choral,Robert Harris,10:00,11:50,MoWeFr,12,5,3.80,3.60,4.20,4.00,4.00
73768,2011 Spring,11459,37416,SPCH,COMM_ST,324-1,20,"Rhetoric of U.S. Women's Rights, Part I",Angela Ray,14:00,15:20,TuTh,24,18,5.67,5.00,5.19,4.59,5.29
110877,2014 Fall,19101,12216,WCAS,CHINESE,315-1,20,Chinese IV - Accelerated: Formal Writing and Public Speaking,Li-Cheng Gu,15:30,16:50,TuTh,10,7,5.00,4.67,4.00,4.00,5.17
85752,2010 Winter,3810,21960,MUSIC,CONDUCT,340-2,20,Adv Cond Chrl,Robert Harris,10:00,11:50,MoWeFr,12,10,5.11,4.89,4.89,4.89,5.11
4396,2013 Fall,19101,12327,WCAS,CHINESE,315-1,20,Chinese IV - Accelerated: Classical Literature,Li-Cheng Gu,14:00,15:20,TuTh,7,5,6.00,5.50,5.50,4.25,5.50
